Seq. ID.	Class	AMP Probability
RDKIT_SHAPRULEMISMATCH_05846	AMP	0.90
RDKIT_SHAPRULEMISMATCH_05847	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_05848	AMP	0.74
RDKIT_SHAPRULEMISMATCH_05849	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_05850	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_05851	AMP	0.58
RDKIT_SHAPRULEMISMATCH_05852	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_05853	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_05854	AMP	0.99
RDKIT_SHAPRULEMISMATCH_05855	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_05856	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_05857	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_05858	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_05859	AMP	0.77
RDKIT_SHAPRULEMISMATCH_05860	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05861	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_05862	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_05863	AMP	0.92
RDKIT_SHAPRULEMISMATCH_05864	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_05865	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_05866	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_05867	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05868	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_05869	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_05870	AMP	0.96
RDKIT_SHAPRULEMISMATCH_05871	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_05872	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_05873	AMP	0.59
RDKIT_SHAPRULEMISMATCH_05874	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_05875	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_05876	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_05877	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_05878	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_05879	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_05880	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_05881	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_05882	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_05883	AMP	0.75
RDKIT_SHAPRULEMISMATCH_05884	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_05885	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_05886	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05887	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_05888	AMP	0.51
RDKIT_SHAPRULEMISMATCH_05889	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_05890	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_05891	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_05892	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_05893	AMP	0.83
RDKIT_SHAPRULEMISMATCH_05894	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_05895	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_05896	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_05897	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_05898	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_05899	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_05900	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_05901	AMP	0.78
RDKIT_SHAPRULEMISMATCH_05902	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_05903	AMP	0.51
RDKIT_SHAPRULEMISMATCH_05904	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_05905	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05906	NAMP	0.47
RDKIT_SHAPRULEMISMATCH_05907	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_05908	AMP	0.68
RDKIT_SHAPRULEMISMATCH_05909	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_05910	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_05911	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_05912	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_05913	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_05914	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_05915	AMP	0.95
RDKIT_SHAPRULEMISMATCH_05916	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_05917	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05918	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_05919	AMP	0.67
RDKIT_SHAPRULEMISMATCH_05920	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05921	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_05922	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_05923	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_05924	AMP	0.79
RDKIT_SHAPRULEMISMATCH_05925	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_05926	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_05927	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_05928	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05929	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_05930	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_05931	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_05932	NAMP	0.42
RDKIT_SHAPRULEMISMATCH_05933	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_05934	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05935	AMP	0.92
RDKIT_SHAPRULEMISMATCH_05936	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_05937	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05938	NAMP	0.44
RDKIT_SHAPRULEMISMATCH_05939	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05940	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_05941	NAMP	0.42
RDKIT_SHAPRULEMISMATCH_05942	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_05943	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_05944	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_05945	NAMP	0.29
RDKIT_SHAPRULEMISMATCH_05946	AMP	0.61
RDKIT_SHAPRULEMISMATCH_05947	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_05948	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_05949	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_05950	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05951	AMP	0.61
RDKIT_SHAPRULEMISMATCH_05952	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_05953	AMP	0.68
RDKIT_SHAPRULEMISMATCH_05954	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_05955	AMP	0.98
RDKIT_SHAPRULEMISMATCH_05956	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_05957	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_05958	NAMP	0.02
RDKIT_SHAPRULEMISMATCH_05959	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_05960	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_05961	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_05962	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_05963	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_05964	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05965	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05966	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_05967	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_05968	NAMP	0.30
RDKIT_SHAPRULEMISMATCH_05969	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_05970	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_05971	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_05972	AMP	0.79
RDKIT_SHAPRULEMISMATCH_05973	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_05974	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_05975	AMP	0.54
RDKIT_SHAPRULEMISMATCH_05976	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_05977	AMP	0.88
RDKIT_SHAPRULEMISMATCH_05978	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_05979	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_05980	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_05981	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_05982	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_05983	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_05984	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_05985	AMP	0.94
RDKIT_SHAPRULEMISMATCH_05986	AMP	0.98
RDKIT_SHAPRULEMISMATCH_05987	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_05988	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_05989	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_05990	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_05991	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_05992	AMP	0.63
RDKIT_SHAPRULEMISMATCH_05993	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_05994	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_05995	AMP	0.50
RDKIT_SHAPRULEMISMATCH_05996	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_05997	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_05998	AMP	0.69
RDKIT_SHAPRULEMISMATCH_05999	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_06000	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06001	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_06002	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06003	AMP	0.74
RDKIT_SHAPRULEMISMATCH_06004	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_06005	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06006	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_06007	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_06008	AMP	0.84
RDKIT_SHAPRULEMISMATCH_06009	AMP	0.50
RDKIT_SHAPRULEMISMATCH_06010	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_06011	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_06012	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_06013	AMP	0.81
RDKIT_SHAPRULEMISMATCH_06014	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06015	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_06016	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_06017	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06018	AMP	0.95
RDKIT_SHAPRULEMISMATCH_06019	AMP	0.71
RDKIT_SHAPRULEMISMATCH_06020	AMP	0.57
RDKIT_SHAPRULEMISMATCH_06021	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06022	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_06023	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_06024	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06025	NAMP	0.35
RDKIT_SHAPRULEMISMATCH_06026	AMP	0.57
RDKIT_SHAPRULEMISMATCH_06027	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_06028	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_06029	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06030	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_06031	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_06032	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_06033	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_06034	AMP	0.62
RDKIT_SHAPRULEMISMATCH_06035	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_06036	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06037	AMP	0.73
RDKIT_SHAPRULEMISMATCH_06038	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06039	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06040	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_06041	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06042	AMP	0.54
RDKIT_SHAPRULEMISMATCH_06043	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_06044	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06045	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_06046	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06047	AMP	0.98
RDKIT_SHAPRULEMISMATCH_06048	AMP	0.73
RDKIT_SHAPRULEMISMATCH_06049	AMP	0.51
RDKIT_SHAPRULEMISMATCH_06050	AMP	0.59
RDKIT_SHAPRULEMISMATCH_06051	NAMP	0.41
RDKIT_SHAPRULEMISMATCH_06052	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_06053	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06054	AMP	0.80
RDKIT_SHAPRULEMISMATCH_06055	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_06056	AMP	0.61
RDKIT_SHAPRULEMISMATCH_06057	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_06058	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_06059	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06060	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06061	AMP	0.74
RDKIT_SHAPRULEMISMATCH_06062	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06063	NAMP	0.48
RDKIT_SHAPRULEMISMATCH_06064	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06065	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_06066	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06067	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06068	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_06069	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06070	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_06071	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06072	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_06073	NAMP	0.31
RDKIT_SHAPRULEMISMATCH_06074	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_06075	NAMP	0.25
RDKIT_SHAPRULEMISMATCH_06076	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_06077	AMP	0.96
RDKIT_SHAPRULEMISMATCH_06078	AMP	0.71
RDKIT_SHAPRULEMISMATCH_06079	AMP	0.67
RDKIT_SHAPRULEMISMATCH_06080	AMP	0.86
RDKIT_SHAPRULEMISMATCH_06081	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06082	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_06083	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_06084	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_06085	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06086	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06087	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_06088	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06089	NAMP	0.46
RDKIT_SHAPRULEMISMATCH_06090	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06091	AMP	0.76
RDKIT_SHAPRULEMISMATCH_06092	AMP	0.78
RDKIT_SHAPRULEMISMATCH_06093	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_06094	AMP	0.58
RDKIT_SHAPRULEMISMATCH_06095	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06096	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06097	AMP	0.55
RDKIT_SHAPRULEMISMATCH_06098	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_06099	AMP	0.77
RDKIT_SHAPRULEMISMATCH_06100	AMP	0.78
RDKIT_SHAPRULEMISMATCH_06101	AMP	0.68
RDKIT_SHAPRULEMISMATCH_06102	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06103	AMP	0.96
RDKIT_SHAPRULEMISMATCH_06104	AMP	0.73
RDKIT_SHAPRULEMISMATCH_06105	AMP	0.79
RDKIT_SHAPRULEMISMATCH_06106	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06107	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_06108	AMP	0.99
RDKIT_SHAPRULEMISMATCH_06109	AMP	0.90
RDKIT_SHAPRULEMISMATCH_06110	AMP	0.55
RDKIT_SHAPRULEMISMATCH_06111	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06112	AMP	0.95
RDKIT_SHAPRULEMISMATCH_06113	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06114	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06115	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06116	AMP	0.53
RDKIT_SHAPRULEMISMATCH_06117	AMP	0.64
RDKIT_SHAPRULEMISMATCH_06118	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06119	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_06120	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_06121	AMP	0.98
RDKIT_SHAPRULEMISMATCH_06122	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06123	NAMP	0.20
RDKIT_SHAPRULEMISMATCH_06124	AMP	0.99
RDKIT_SHAPRULEMISMATCH_06125	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_06126	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_06127	AMP	0.79
RDKIT_SHAPRULEMISMATCH_06128	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_06129	AMP	0.65
RDKIT_SHAPRULEMISMATCH_06130	AMP	0.97
RDKIT_SHAPRULEMISMATCH_06131	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_06132	AMP	0.85
RDKIT_SHAPRULEMISMATCH_06133	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_06134	NAMP	0.16
RDKIT_SHAPRULEMISMATCH_06135	AMP	0.72
RDKIT_SHAPRULEMISMATCH_06136	AMP	0.80
RDKIT_SHAPRULEMISMATCH_06137	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_06138	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06139	AMP	0.65
RDKIT_SHAPRULEMISMATCH_06140	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06141	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06142	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06143	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_06144	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06145	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06146	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06147	NAMP	0.31
RDKIT_SHAPRULEMISMATCH_06148	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_06149	AMP	0.57
RDKIT_SHAPRULEMISMATCH_06150	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_06151	NAMP	0.40
RDKIT_SHAPRULEMISMATCH_06152	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06153	AMP	0.77
RDKIT_SHAPRULEMISMATCH_06154	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06155	AMP	0.68
RDKIT_SHAPRULEMISMATCH_06156	AMP	0.78
RDKIT_SHAPRULEMISMATCH_06157	AMP	0.98
RDKIT_SHAPRULEMISMATCH_06158	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06159	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_06160	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_06161	NAMP	0.38
RDKIT_SHAPRULEMISMATCH_06162	AMP	0.53
RDKIT_SHAPRULEMISMATCH_06163	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06164	NAMP	0.36
RDKIT_SHAPRULEMISMATCH_06165	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06166	NAMP	0.17
RDKIT_SHAPRULEMISMATCH_06167	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_06168	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06169	NAMP	0.22
RDKIT_SHAPRULEMISMATCH_06170	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06171	AMP	0.92
RDKIT_SHAPRULEMISMATCH_06172	NAMP	0.35
RDKIT_SHAPRULEMISMATCH_06173	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06174	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_06175	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06176	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_06177	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06178	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_06179	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06180	AMP	0.83
RDKIT_SHAPRULEMISMATCH_06181	NAMP	0.21
RDKIT_SHAPRULEMISMATCH_06182	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_06183	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_06184	NAMP	0.33
RDKIT_SHAPRULEMISMATCH_06185	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_06186	NAMP	0.27
RDKIT_SHAPRULEMISMATCH_06187	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06188	AMP	0.98
RDKIT_SHAPRULEMISMATCH_06189	AMP	0.50
RDKIT_SHAPRULEMISMATCH_06190	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06191	AMP	0.66
RDKIT_SHAPRULEMISMATCH_06192	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_06193	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_06194	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06195	AMP	0.84
RDKIT_SHAPRULEMISMATCH_06196	AMP	0.52
RDKIT_SHAPRULEMISMATCH_06197	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06198	AMP	0.98
RDKIT_SHAPRULEMISMATCH_06199	NAMP	0.34
RDKIT_SHAPRULEMISMATCH_06200	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_06201	AMP	0.92
RDKIT_SHAPRULEMISMATCH_06202	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_06203	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06204	AMP	0.62
RDKIT_SHAPRULEMISMATCH_06205	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_06206	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_06207	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06208	AMP	0.82
RDKIT_SHAPRULEMISMATCH_06209	AMP	0.77
RDKIT_SHAPRULEMISMATCH_06210	AMP	0.50
RDKIT_SHAPRULEMISMATCH_06211	AMP	0.99
RDKIT_SHAPRULEMISMATCH_06212	NAMP	0.23
RDKIT_SHAPRULEMISMATCH_06213	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_06214	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06215	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06216	AMP	0.54
RDKIT_SHAPRULEMISMATCH_06217	AMP	0.95
RDKIT_SHAPRULEMISMATCH_06218	AMP	0.98
RDKIT_SHAPRULEMISMATCH_06219	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06220	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06221	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_06222	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06223	AMP	0.65
RDKIT_SHAPRULEMISMATCH_06224	NAMP	0.08
RDKIT_SHAPRULEMISMATCH_06225	NAMP	0.43
RDKIT_SHAPRULEMISMATCH_06226	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06227	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06228	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06229	AMP	0.52
RDKIT_SHAPRULEMISMATCH_06230	NAMP	0.47
RDKIT_SHAPRULEMISMATCH_06231	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06232	AMP	0.63
RDKIT_SHAPRULEMISMATCH_06233	AMP	0.51
RDKIT_SHAPRULEMISMATCH_06234	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_06235	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_06236	AMP	0.74
RDKIT_SHAPRULEMISMATCH_06237	AMP	0.87
RDKIT_SHAPRULEMISMATCH_06238	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_06239	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06240	NAMP	0.06
RDKIT_SHAPRULEMISMATCH_06241	AMP	0.70
RDKIT_SHAPRULEMISMATCH_06242	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_06243	NAMP	0.45
RDKIT_SHAPRULEMISMATCH_06244	AMP	0.79
RDKIT_SHAPRULEMISMATCH_06245	NAMP	0.41
RDKIT_SHAPRULEMISMATCH_06246	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_06247	AMP	0.60
RDKIT_SHAPRULEMISMATCH_06248	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_06249	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06250	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06251	NAMP	0.39
RDKIT_SHAPRULEMISMATCH_06252	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06253	NAMP	0.13
RDKIT_SHAPRULEMISMATCH_06254	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06255	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_06256	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06257	NAMP	0.10
RDKIT_SHAPRULEMISMATCH_06258	NAMP	0.24
RDKIT_SHAPRULEMISMATCH_06259	NAMP	0.32
RDKIT_SHAPRULEMISMATCH_06260	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06261	NAMP	0.28
RDKIT_SHAPRULEMISMATCH_06262	NAMP	0.26
RDKIT_SHAPRULEMISMATCH_06263	NAMP	0.12
RDKIT_SHAPRULEMISMATCH_06264	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06265	NAMP	0.49
RDKIT_SHAPRULEMISMATCH_06266	NAMP	0.09
RDKIT_SHAPRULEMISMATCH_06267	NAMP	0.15
RDKIT_SHAPRULEMISMATCH_06268	NAMP	0.19
RDKIT_SHAPRULEMISMATCH_06269	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06270	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06271	AMP	0.51
RDKIT_SHAPRULEMISMATCH_06272	NAMP	0.14
RDKIT_SHAPRULEMISMATCH_06273	AMP	0.86
RDKIT_SHAPRULEMISMATCH_06274	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06275	NAMP	0.07
RDKIT_SHAPRULEMISMATCH_06276	AMP	0.99
RDKIT_SHAPRULEMISMATCH_06277	NAMP	0.18
RDKIT_SHAPRULEMISMATCH_06278	NAMP	0.11
RDKIT_SHAPRULEMISMATCH_06279	AMP	0.72
RDKIT_SHAPRULEMISMATCH_06280	NAMP	0.03
RDKIT_SHAPRULEMISMATCH_06281	NAMP	0.37
RDKIT_SHAPRULEMISMATCH_06282	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06283	NAMP	0.05
RDKIT_SHAPRULEMISMATCH_06284	NAMP	0.04
RDKIT_SHAPRULEMISMATCH_06285	NAMP	0.11
